1, c_00001, Rebecca Lawrence, 421, Sharpie pens, School Items, 1, $2.0, 2021-09-08 16:30:06, Tesco, Tacoma, United States, Cash, 42176, Y, 
8463, c_08463, Спас Гаврилюк, 117, Fridges, Technology, 5, $1350.0, 2021-11-19 13:18:41, Tesco, селище Кагарлик, Ukraine, Gift card, 13256, Y, 
8464, c_08464, Ярина Рябовіл, 207, Kahkis, Clothes, 10, $150.0, 2021-02-06 15:05:39, Tesco, селище Почаїв, Ukraine, Electronic, 97547, Y, 
8465, c_08465, Омелян Лаба, 406, Backpacks, School Items, 2, $58.0, 2021-11-16 14:22:30, Tesco, місто Горохів, Ukraine, Gift card, 51897, Y, 
8466, c_08466, Костянтин Перепелиця, 315, Grandfather clock, Furniture, 2, $1000.0, 2021-11-16 14:22:30, Tesco, селище Корсунь-Шевченківський, Ukraine, Cash, 16875, Y, 
8467, c_08467, Христина Гайдабура, 102, Phones, Technology, 6, $3600.0, 2021-01-09 20:50:34, Tesco, хутір Хорол , Ukraine, Card, 76205, Y, 
8468, c_08468, Варфоломій Єременко, 313, Cupboard, Furniture, 8, $720.0, 2021-10-07 16:51:31, Tesco, селище Кременчук, Ukraine, Electronic, 89148, Y, 
8469, c_08469, Камілла Бандурка, 401, Pencils, School Items, 1, $0.5, 2021-08-06 18:06:51, Amazon, селище Сторожинець, Ukraine, Gift card, 21118, Y, 
eight thousand four hundred and seventieth, c_08470, Лариса Матяш, 100, Laptops, Technology, 9, $4050.0, 2021-06-13 10:05:32, Tesco, село Покров, Ukraine, Card, 60608, Y, 
8471, c_08471, Ліза Негода, 116, Cables, Technology, 3, $90.0, 2021-12-11 09:39:43, Amazon, місто Бобринець, Ukraine, Internet Banking, 54649, Y, 
8472, c_08472, Спас Власенко, 220, Bow-ties, Clothes, 8, $120.0, 2021-11-23 13:20:58, Tesco, село Чортків, Ukraine, Cash, 16693, Y, 
8473, c_08473, Артем Карась, 307, Dresser, Furniture, 8, $960.0, 2021-11-23 13:20:58, Tesco, хутір Армянськ, Ukraine, Gift card, 76920, Y, 
8474, c_08474, Ірина Сірченко, 218, Briefs, Clothes, 3, $15.0, 2021-12-20 12:18:41, Amazon, місто Бар, Ukraine, Card, 56395, N, Invalid CVV
eight thousand four hundred and seventy-fifth, c_08475, Гаврило Верховинець, 113, Mouse, Technology, 5, $400.0, 2021-10-09 15:03:10, Tesco, селище Сокиряни, Ukraine, Gift card, 59178, N, Insufficent funds
8476, c_08476, Кирило Єрмоленко, 400, Notebooks, School Items, 5, $5.0, 2021-10-09 15:03:10, Tesco, село Валки , Ukraine, Card, 42886, Y, 
8477, c_08477, Олександр Дахно, 415, Pens, School Items, 7, $10.5, 2021-02-28 20:57:01, Tesco, хутір Мирноград, Ukraine, Internet Banking, 68051, N, Account locked
8478, c_08478, Віталій Василашко, 407, Bags, School Items, 1, $10.0, 2021-11-24 13:29:41, Tesco, селище Первомайськ, Ukraine, Internet Banking, 96192, Y, 
8479, c_08479, Ганна Ванченко, 414, Notepads, School Items, 3, $9.0, 2021-12-05 17:53:16, Aldi, місто Суми, Ukraine, Card, 90487, Y, 
eight thousand four hundred and eightieth, c_08480, Микита Дробʼязко, 200, Jeans, Clothes, 6, $174.0, 2021-08-12 17:45:14, Tesco, селище Калинівка , Ukraine, Internet Banking, 58865, Y, 
8481, c_08481, Сніжана Запорожець, 304, Cabinets, Furniture, 1, $80.0, 2021-12-24 17:11:20, Tesco, село Трускавець, Ukraine, Card, 95752, N, Invalid card number
8482, c_08482, Пилип Вівчаренко, 108, Tablets, Technology, 1, $600.0, 2021-12-25 15:58:36, Tesco, село Лохвиця, Ukraine, Electronic, 17726, Y, 
8483, c_08483, Галина Дашкевич, 211, Glasses, Clothes, 1, $59.0, 2021-12-25 15:58:36, Tesco, селище Рубіжне, Ukraine, Card, 34247, Y, 
8484, c_08484, Симон Євтушок, 105, Electronic Locks, Technology, 4, $340.0, 2021-11-02 08:50:09, Amazon, місто Дружківка, Ukraine, Gift card, 81686, Y, 
8485, c_08485, Алевтин Базавлученко, 219, Boxers, Clothes, 2, $10.0, 2021-02-19 18:06:31, Tesco, хутір Долина , Ukraine, Cash, 91527, N, Insufficent funds
8486, c_08486, Степан Мірошниченко, 312, Stool, Furniture, 2, $50.0, 2021-02-19 18:06:31, Tesco, селище Люботин, Ukraine, Gift card, 61796, Y, 
8487, c_08487, Іван Бабʼяк, 418, Glue Stick, School Items, 10, $10.0, 2021-03-24 15:23:01, Tesco, хутір Василівка , Ukraine, Card, 37416, Y, 
8488, c_08488, Вікторія Кабаненко, 408, Rulers, School Items, 3, $6.0, 2021-11-19 13:05:21, Tesco, хутір Балаклія, Ukraine, Cash, 93349, Y, 
8489, c_08489, Нестор Давиденко, 417, Pencil Pouch, School Items, 3, $15.0, 2021-11-19 13:05:21, Tesco, селище Герца, Ukraine, Card, 69210, N, Invalid zip code
8490, c_08490, Зиновій Ґжицький, 420, Gym Bag, School Items, 10, $120.0, 2021-02-10 15:37:17, Tesco, селище Христинівка, Ukraine, Electronic, 21170, Y, 
8491, c_08491, Панас Рябошапка, 220, Bow-ties, Clothes, 10, $150.0, 2021-02-10 15:37:17, Tesco, село Кипуче, Ukraine, Card, 40486, Y, 
8492, c_08492, Артем Тригуб, 404, Chromebooks, School Items, 8, $960.0, 2021-12-05 15:40:21, Mediamarkt, село Ланівці, Ukraine, Internet Banking, 21488, N, Account locked
8493, c_08493, Демид Бездітко, 105, Electronic Locks, Technology, 7, $595.0, 2021-10-14 11:10:02, Tesco, місто Коростень, Ukraine, Gift card, 66738, Y, 
8494, c_08494, Олег Литвиненко, 118, Monitors, Technology, 7, $1050.0, 2021-10-14 11:10:02, Tesco, хутір Гнівань, Ukraine, Cash, 15450, N, Insufficent funds
8495, c_08495, Олекса Єресько, 411, Calculators, School Items, 10, $600.0, 2021-07-03 19:59:15, Tesco, хутір Синельникове, Ukraine, Internet Banking, 74765, Y, 
8496, c_08496, Святослава Симоненко, 215, Jackets, Clothes, 2, $40.0, 2021-06-06 14:45:07, Amazon, хутір Миронівка, Ukraine, Gift card, 22838, Y, 
8497, c_08497, Миколай Самойленко, 315, Grandfather clock, Furniture, 10, $5000.0, 2021-07-20 11:29:12, Tesco, місто Славутич, Ukraine, Card, 32273, Y, 
8498, c_08498, Ірена Дутка, 419, Lunch Bags, School Items, 10, $70.0, 2021-09-23 11:22:17, Tesco, хутір Заставна, Ukraine, Gift card, 49416, N, Insufficent funds
8499, c_08499, Дан Гузенко, 420, Gym Bag, School Items, 3, $36.0, 2021-12-03 11:06:36, Tesco, селище Алмазна, Ukraine, Electronic, 29544, N, Account locked
8500, c_08500, Гліб Жук, 112, Smart fridges, Technology, 6, $2094.0, 2021-12-04 14:35:51, Aldi, село Шостка, Ukraine, Card, 46679, Y, 
8501, c_08501, Роксолана Нестеренко, 111, Earbuds, Technology, 7, $840.0, 2021-12-18 09:57:52, Amazon, хутір Красноперекопськ, Ukraine, Internet Banking, 93316, Y, 
8502, c_08502, Емілія Арсенич, 310, Ladders, Furniture, 9, $207.0, 2021-03-25 09:48:33, Tesco, село Голубівка, Ukraine, Card, 16839, Y, 
8503, c_08503, Вʼячеслав Ільєнко, 421, Sharpie pens, School Items, 3, $6.0, 2021-12-16 16:42:23, Amazon, місто Каховка, Ukraine, Electronic, 79121, Y, 
8504, c_08504, Артем Корж, 410, Markers, School Items, 9, $27.0, 2021-11-21 18:10:12, Mediamarkt, селище Тиврів, Ukraine, Electronic, 29276, Y, 
eight thousand five hundred and fifth, c_08505, Оксенія Худобʼяк, 305, Clocks, Furniture, 6, $600.0, 2021-12-17 18:31:14, Amazon, місто Антрацит , Ukraine, Gift card, 22141, N, Insufficent funds
8506, c_08506, Святослава Чубай, 100, Laptops, Technology, 7, $3150.0, 2021-12-22 13:04:22, Aldi, місто Угнів, Ukraine, Cash, 66943, Y, 
8507, c_08507, Мирослав Чайка, 214, Suits, Clothes, 7, $840.0, 2021-12-22 13:04:22, Aldi, селище Сніжне, Ukraine, Internet Banking, 91671, Y, 
8508, c_08508, Ольга Андрієвич, 409, Crayons, School Items, 4, $12.0, 2021-10-12 16:36:14, Tesco, місто Миргород, Ukraine, Card, 54937, Y, 
8509, c_08509, Златослава Медведенко, 104, Headphones, Technology, 7, $910.0, 2021-03-19 13:16:33, Tesco, село Долина , Ukraine, Internet Banking, 22185, Y, 
8510, c_08510, Маруся Гоголь-Яновський, 421, Sharpie pens, School Items, 7, $14.0, 2021-03-19 13:16:33, Tesco, село Берислав, Ukraine, Electronic, 46553, Y, 
8511, c_08511, Василь Іваненко, 416, Folders, School Items, 9, $9.0, 2021-12-28 20:59:48, Amazon, місто Первомайськ, Ukraine, Cash, 73313, N, Insufficent funds
8512, c_08512, Тереза Левченко, 212, Sunglasses, Clothes, 6, $474.0, 2021-10-10 17:28:06, Tesco, селище Болград, Ukraine, Cash, 96953, Y, 
8513, c_08513, Варвара Гайденко, 207, Kahkis, Clothes, 2, $30.0, 2021-12-20 20:38:50, Tesco, село Хоростків, Ukraine, Cash, 39762, Y, 
8514, c_08514, Мілена Рубець, 114, Webcam, Technology, 3, $360.0, 2021-11-15 14:24:04, Tesco, село Василівка , Ukraine, Internet Banking, 83560, Y, 
8515, c_08515, Тереза Лавренко, 302, Recliners, Furniture, 10, $1650.0, 2021-05-21 18:51:12, Tesco, хутір Нова Каховка, Ukraine, Electronic, 63284, Y, 
8516, c_08516, Данило Баклан, 218, Briefs, Clothes, 4, $20.0, 2021-03-01 18:23:17, Tesco, місто Енергодар, Ukraine, Internet Banking, 35098, Y, 
8517, c_08517, Клавдія Джунь, 312, Stool, Furniture, 9, $225.0, 2021-01-01 14:13:25, Tesco, село Золотоноша, Ukraine, Electronic, 79189, Y, 
8518, c_08518, Олена Гайденко, 110, Remotes, Technology, 9, $225.0, 2021-12-08 15:23:30, Amazon, селище Богодухів, Ukraine, Electronic, 78936, Y, 
8519, c_08519, Пармен Єщенко, 405, Textbooks, School Items, 4, $260.0, 2021-09-05 15:36:08, Amazon, селище Скалат, Ukraine, Electronic, 41860, Y, 
8520, c_08520, Юстим Уманець, 104, Headphones, Technology, 7, $910.0, 2021-03-04 17:44:03, Tesco, селище Тернопіль, Ukraine, Gift card, 14551, Y, 
8521, c_08521, Тетяна Рубан, 301, Couches, Furniture, 7, $2100.0, 2021-03-04 17:44:03, Tesco, хутір Білопілля, Ukraine, Card, 25555, Y, 
8522, c_08522, Руслан Дутка, 204, Formal Wear, Clothes, 8, $960.0, 2021-10-14 20:08:38, Tesco, селище Сокиряни, Ukraine, Electronic, 51474, Y, 
8523, c_08523, Едита Бараник, 302, Recliners, Furniture, 8, $1320.0, 2021-10-14 20:08:38, Tesco, село Вуглегірськ, Ukraine, Cash, 10093, Y, 
8524, c_08524, Мілена Акуленко, 102, Phones, Technology, 3, $1800.0, 2021-11-14 14:11:12, Tesco, село Новояворівськ, Ukraine, Cash, 13623, Y, 
8525, c_08525, Артем Опанасенко, 108, Tablets, Technology, 10, $6000.0, 2021-08-28 08:51:04, Tesco, селище Новомосковськ, Ukraine, Internet Banking, 39691, Y, 
8526, c_08526, Орест Гаврилишин, 309, Beds, Furniture, 3, $1500.0, 2021-12-14 08:09:32, Tesco, хутір Монастирище, Ukraine, Card, 51271, N, Invalid zip code
8527, c_08527, Алла Малишко, 118, Monitors, Technology, 3, $450.0, 2021-12-14 08:09:32, Tesco, місто Погребище, Ukraine, Electronic, 83310, Y, 
8528, c_08528, Симон Цимбалюк, 104, Headphones, Technology, 5, $650.0, 2021-12-02 20:04:07, Tesco, хутір Сміла, Ukraine, Cash, 15853, Y, 
8529, c_08529, Прохір Сіробаба, 111, Earbuds, Technology, 2, $240.0, 2021-12-07 09:48:33, Amazon, хутір Кам'янка-Бузька, Ukraine, Gift card, 85408, N, Insufficent funds
8530, c_08530, Онисим Артюшенко, 402, Mechanical Pencils, School Items, 2, $1.0, 2021-12-12 08:30:54, Aldi, село Пологи , Ukraine, Cash, 75123, N, Insufficent funds
8531, c_08531, Климент Чміль, 410, Markers, School Items, 2, $6.0, 2021-12-12 08:30:54, Aldi, місто Мерефа, Ukraine, Gift card, 48318, Y, 
8532, c_08532, Гаврило Оберемко, 110, Remotes, Technology, 10, $250.0, 2021-10-10 15:33:46, Tesco, село Кипуче, Ukraine, Internet Banking, 69898, Y, 
8533, c_08533, Надія Ткаченко, 103, Microwaves, Technology, 4, $640.0, 2021-11-19 09:54:56, Tesco, село Первомайськ, Ukraine, Internet Banking, 84765, Y, 
eight thousand five hundred and thirty-fourth, c_08534, Руслан Оберемко, 304, Cabinets, Furniture, 3, $240.0, 2021-12-10 08:58:51, Amazon, селище Новомосковськ, Ukraine, Card, 41942, N, Invalid CVV
8535, c_08535, Одарка Затула, 419, Lunch Bags, School Items, 4, $28.0, 2021-11-04 10:38:07, Tesco, місто Тульчин, Ukraine, Internet Banking, 16909, Y, 
8536, c_08536, Камілла Чумак, 213, Tracksuit, Clothes, 3, $147.0, 2021-01-10 19:54:34, Tesco, місто Берестечко, Ukraine, Internet Banking, 66203, Y, 
8537, c_08537, Юстина Ґереґа, 108, Tablets, Technology, 3, $1800.0, 2021-01-10 19:54:34, Tesco, село Підгородне, Ukraine, Card, 89535, Y, 
8538, c_08538, Леон Алексійчук, 115, USB, Technology, 8, $120.0, 2021-04-10 09:43:38, Tesco, місто Новий Калинів, Ukraine, Card, 66414, N, Invalid zip code
8539, c_08539, Геннадій Слюсар, 201, Underwear, Clothes, 10, $90.0, 2021-11-12 19:42:08, Tesco, селище Снятин, Ukraine, Gift card, 78035, N, Insufficent funds
8540, c_08540, Віктор Ніколюк, 104, Headphones, Technology, 10, $1300.0, 2021-11-12 19:42:08, Tesco, місто Балта, Ukraine, Cash, 11254, Y, 
8541, c_08541, Єлисавета Їжак, 111, Earbuds, Technology, 2, $240.0, 2021-02-20 13:52:30, Tesco, місто Молочанськ, Ukraine, Internet Banking, 32834, Y, 
8542, c_08542, Амалія Пушкар, 308, Chest, Furniture, 4, $320.0, 2021-02-15 15:22:36, Tesco, село Корець, Ukraine, Cash, 27701, Y, 
8543, c_08543, Мирослав Барабаш, 210, T-shirts, Clothes, 7, $70.0, 2021-12-14 09:19:50, Amazon, місто Лубни, Ukraine, Electronic, 83044, N, Account locked
8544, c_08544, Маруся Мазепа, 200, Jeans, Clothes, 6, $174.0, 2021-11-21 14:06:22, Tesco, село Мала Виска, Ukraine, Cash, 17843, Y, 
8545, c_08545, Артем Вакарчук, 204, Formal Wear, Clothes, 6, $720.0, 2021-11-11 17:42:01, Tesco, місто Носівка, Ukraine, Gift card, 46275, Y, 
8546, c_08546, Олекса Вернигора, 417, Pencil Pouch, School Items, 7, $35.0, 2021-06-23 20:07:16, Tesco, селище Енергодар, Ukraine, Gift card, 65886, Y, 
8547, c_08547, Богданна Андріїшин, 406, Backpacks, School Items, 7, $203.0, 2021-06-23 20:07:16, Tesco, місто Городня, Ukraine, Card, 58930, N, Invalid zip code
8548, c_08548, Аніта Аверченко, 117, Fridges, Technology, 3, $810.0, 2021-02-08 08:06:22, Tesco, місто Сокаль, Ukraine, Cash, 52337, Y, 
8549, c_08549, Тимофій Худобʼяк, 421, Sharpie pens, School Items, 5, $10.0, 2021-06-23 15:57:37, Tesco, село Шпола, Ukraine, Card, 15510, Y, 
8550, c_08550, Данна Шевченко, 414, Notepads, School Items, 3, $9.0, 2021-10-14 13:16:41, Tesco, місто Корець, Ukraine, Gift card, 82687, N, Insufficent funds
8551, c_08551, Давид Авраменко, 422, Lunchbox, School Items, 9, $63.0, 2021-12-28 08:54:29, Amazon, хутір Нова Одеса, Ukraine, Cash, 23958, N, Insufficent funds
8552, c_08552, Пантелеймон Бандура, 104, Headphones, Technology, 9, $1170.0, 2021-12-28 08:54:29, Amazon, селище Кропивницький, Ukraine, Internet Banking, 90703, N, Account locked
8553, c_08553, Святослав Перепелиця, 423, Index cards, School Items, 6, $12.0, 2021-03-05 16:31:19, Tesco, хутір Родинське, Ukraine, Card, 51171, Y, 
8554, c_08554, Кирило Гавриленко, 115, USB, Technology, 9, $135.0, 2021-04-26 19:36:28, Tesco, хутір Первомайський , Ukraine, Cash, 82055, Y, 
8555, c_08555, Едита Їжак, 316, Shelves, Furniture, 2, $60.0, 2021-11-12 18:02:51, Tesco, село Хрестівка, Ukraine, Card, 13151, N, Invalid zip code
8556, c_08556, Венедикт Рудько, 417, Pencil Pouch, School Items, 2, $10.0, 2021-11-12 18:02:51, Tesco, хутір Василівка , Ukraine, Card, 80328, Y, 
8557, c_08557, Антон Безбородько, 211, Glasses, Clothes, 2, $118.0, 2021-12-20 13:06:58, Tesco, місто Івано-Франківськ, Ukraine, Electronic, 76064, Y, 
8558, c_08558, Богуслава Гречаник, 400, Notebooks, School Items, 10, $10.0, 2021-04-23 14:21:45, Tesco, місто Решетилівка, Ukraine, Electronic, 84325, Y, 
eight thousand five hundred and fifty-ninth, c_08559, Галина Данькевич, 217, Ties, Clothes, 1, $15.0, 2021-12-23 08:16:43, Amazon, село Родинське, Ukraine, Card, 18205, Y, 
8560, c_08560, Панас Худобʼяк, 205, Socks, Clothes, 4, $20.0, 2021-01-01 12:02:17, Tesco, селище Вільнянськ, Ukraine, Electronic, 17420, N, Account locked
8561, c_08561, Богданна Вдовенко, 309, Beds, Furniture, 4, $2000.0, 2021-01-01 12:02:17, Tesco, село Кагарлик, Ukraine, Internet Banking, 19243, Y, 
8562, c_08562, Герман  Цушко, 204, Formal Wear, Clothes, 9, $1080.0, 2021-03-20 10:13:56, Tesco, хутір Вилкове, Ukraine, Gift card, 15126, Y, 
8563, c_08563, Олександр Андріїшин, 213, Tracksuit, Clothes, 8, $392.0, 2021-12-25 11:19:17, Aldi, село Миколаїв, Ukraine, Cash, 95422, Y, 
8564, c_08564, Ігнат Даньків, 405, Textbooks, School Items, 8, $520.0, 2021-12-25 11:19:17, Aldi, хутір Берислав, Ukraine, Internet Banking, 99174, N, Account locked
eight thousand five hundred and sixty-fifth, c_08565, Оксана Бандура, 212, Sunglasses, Clothes, 4, $316.0, 2021-12-10 17:40:19, bazos, місто Остер , Ukraine, Card, 60592, Y, 
eight thousand five hundred and sixty-sixth, c_08566, Устим Андріїшин, 218, Briefs, Clothes, 10, $50.0, 2021-12-21 13:32:18, Aldi, місто Миколаїв, Ukraine, Gift card, 76686, Y, 
8567, c_08567, Ольга Рудик, 212, Sunglasses, Clothes, 1, $79.0, 2021-09-02 18:01:33, Tesco, село Балта, Ukraine, Cash, 52681, N, Insufficent funds
8568, c_08568, Ірина Вергун, 408, Rulers, School Items, 6, $12.0, 2021-11-03 12:29:56, bazos, селище Середина-Буда, Ukraine, Cash, 35103, Y, 
8569, c_08569, Онисим Заруба, 403, Erasers, School Items, 10, $15.0, 2021-11-09 13:56:35, Tesco, місто Тетіїв, Ukraine, Gift card, 37477, Y, 
8570, c_08570, Франц Жадан, 202, Shoes, Clothes, 5, $300.0, 2021-11-11 20:13:56, Amazon, хутір Дружба , Ukraine, Internet Banking, 81929, Y, 
8571, c_08571, Марина Михайличенко, 409, Crayons, School Items, 6, $18.0, 2021-10-27 18:16:32, Tesco, село Камінь-Каширський, Ukraine, Electronic, 19102, Y, 
8572, c_08572, Геннадій Коваленко, 316, Shelves, Furniture, 8, $240.0, 2021-12-07 17:10:01, Amazon, село Носівка, Ukraine, Electronic, 19196, Y, 
eight thousand five hundred and seventy-third, c_08573, Омелян Гавриш, 120, Virtual Assistant, Technology, 8, $1432.0, 2021-12-07 17:10:01, Amazon, селище Путивль, Ukraine, Gift card, 87219, Y, 
8574, c_08574, Олесь Гавришкевич, 314, Cradle, Furniture, 2, $258.0, 2021-07-22 18:25:19, Tesco, селище Буча, Ukraine, Internet Banking, 57784, N, Account locked
8575, c_08575, Артем Козаченко, 407, Bags, School Items, 5, $50.0, 2021-01-24 17:53:29, Tesco, хутір Чигирин, Ukraine, Card, 24040, N, Invalid zip code
8576, c_08576, Ігнат Цюпа, 116, Cables, Technology, 4, $120.0, 2021-12-09 18:50:23, Amazon, хутір Вуглегірськ, Ukraine, Electronic, 99757, Y, 
8577, c_08577, Пріска Ящук, 210, T-shirts, Clothes, 8, $80.0, 2021-10-23 15:09:29, Tesco, місто Помічна, Ukraine, Electronic, 73878, Y, 
8578, c_08578, Віктор Бандурка, 225, Cap, Clothes, 9, $180.0, 2021-04-22 19:41:03, Tesco, селище Новоукраїнка, Ukraine, Card, 64534, Y, 
8579, c_08579, Ілля Ірванець, 419, Lunch Bags, School Items, 9, $63.0, 2021-04-22 19:41:03, Tesco, місто Нова Одеса, Ukraine, Cash, 79815, Y, 
8580, c_08580, Галина Колесниченко, 408, Rulers, School Items, 2, $4.0, 2021-04-10 08:40:27, Tesco, село Сарни, Ukraine, Electronic, 26311, Y, 
8581, c_08581, Захар Москаль, 211, Glasses, Clothes, 6, $354.0, 2021-12-02 16:19:47, Aldi, село Городня, Ukraine, Internet Banking, 51426, Y, 
8582, c_08582, Алевтин Мазепа, 108, Tablets, Technology, 2, $1200.0, 2021-10-14 11:41:43, Tesco, місто Хрестівка, Ukraine, Internet Banking, 90075, N, Account locked
8583, c_08583, Ігнат Усик, 206, Swimwear, Clothes, 1, $29.0, 2021-12-23 13:12:00, Mediamarkt, селище Іршава, Ukraine, Gift card, 74335, Y, 
8584, c_08584, Варфоломій Верес, 315, Grandfather clock, Furniture, 4, $2000.0, 2021-10-09 17:14:31, Tesco, хутір Новоазовськ, Ukraine, Electronic, 25328, Y, 
8585, c_08585, Святослава Дурдинець, 421, Sharpie pens, School Items, 4, $8.0, 2021-10-09 17:14:31, Tesco, село Березне, Ukraine, Gift card, 67573, Y, 
8586, c_08586, Богдан Оліфіренко, 413, Sketchbooks, School Items, 8, $24.0, 2021-12-05 11:03:43, Amazon, селище Лебедин, Ukraine, Gift card, 49501, Y, 
8587, c_08587, Валентин Бабиченко, 104, Headphones, Technology, 8, $1040.0, 2021-12-05 11:03:43, Amazon, село Луганськ, Ukraine, Cash, 36338, N, Insufficent funds
eight thousand five hundred and eighty-eighth, c_08588, Христина Лесик, 406, Backpacks, School Items, 9, $261.0, 2021-11-05 08:17:36, Tesco, хутір Ужгород, Ukraine, Internet Banking, 96247, Y, 
8589, c_08589, Мирослав Малик, 311, Ottoman, Furniture, 1, $50.0, 2021-03-14 19:22:40, Tesco, місто Новий Розділ, Ukraine, Gift card, 40005, N, Insufficent funds
8590, c_08590, Володимир Демʼянчук, 301, Couches, Furniture, 1, $300.0, 2021-03-14 19:22:40, Tesco, село Свалява, Ukraine, Electronic, 13266, Y, 
8591, c_08591, Ростислав Фастенко, 105, Electronic Locks, Technology, 6, $510.0, 2021-12-15 19:14:09, Mediamarkt, селище Очаків, Ukraine, Electronic, 76857, N, Account locked
8592, c_08592, Федір Заруба, 100, Laptops, Technology, 6, $2700.0, 2021-12-15 19:14:09, Mediamarkt, хутір Прип'ять , Ukraine, Card, 27175, Y, 
8593, c_08593, Мартин Данилюк, 107, Computers, Technology, 6, $4200.0, 2021-01-28 09:41:43, Tesco, хутір Торецьк, Ukraine, Electronic, 80083, Y, 
8594, c_08594, Левко Іваничук, 418, Glue Stick, School Items, 9, $9.0, 2021-12-01 12:32:05, Amazon, хутір Бершадь, Ukraine, Internet Banking, 40340, Y, 
8595, c_08595, Амалія Фастенко, 118, Monitors, Technology, 9, $1350.0, 2021-12-01 12:32:05, Amazon, селище Галич, Ukraine, Gift card, 29213, Y, 
8596, c_08596, Мілена Адаменко, 307, Dresser, Furniture, 9, $1080.0, 2021-03-21 15:50:38, Tesco, хутір Інкерман, Ukraine, Electronic, 63094, Y, 
8597, c_08597, Августин Ващук, 218, Briefs, Clothes, 9, $45.0, 2021-03-21 15:50:38, Tesco, селище Сватове, Ukraine, Card, 45349, N, Invalid card number
8598, c_08598, Мілена Копитко, 315, Grandfather clock, Furniture, 1, $500.0, 2021-06-08 16:08:22, Tesco, хутір Помічна, Ukraine, Electronic, 99877, Y, 
8599, c_08599, Кирило Масляк, 200, Jeans, Clothes, 7, $203.0, 2021-07-09 10:32:24, Tesco, хутір Коростишів, Ukraine, Internet Banking, 45225, Y, 
8600, c_08600, Златослава Чалий, 401, Pencils, School Items, 7, $3.5, 2021-07-09 10:32:24, Tesco, селище Прилуки, Ukraine, Gift card, 23899, Y, 
8601, c_08601, Андрій Рябець, 420, Gym Bag, School Items, 3, $36.0, 2021-02-28 08:15:27, Tesco, місто Горохів, Ukraine, Electronic, 48020, Y, 
8602, c_08602, Кирило Приймак, 217, Ties, Clothes, 4, $60.0, 2021-11-17 18:55:13, Tesco, місто Червоносів, Ukraine, Card, 37976, Y, 
8603, c_08603, Олександр Носенко, 415, Pens, School Items, 1, $1.5, 2021-07-02 14:27:35, Amazon, місто Здолбунів, Ukraine, Internet Banking, 44197, Y, 
8604, c_08604, Віталій Акуленко, 217, Ties, Clothes, 8, $120.0, 2021-01-25 11:54:35, Tesco, місто Баштанка, Ukraine, Internet Banking, 29280, N, Account locked
8605, c_08605, Станіслав Малик, 417, Pencil Pouch, School Items, 7, $35.0, 2021-12-05 16:15:52, Mediamarkt, селище Бердичів, Ukraine, Electronic, 39324, Y, 
eight thousand six hundred and sixth, c_08606, Олекса Ірванець, 221, Scarves, Clothes, 7, $126.0, 2021-12-05 16:15:52, Mediamarkt, селище Копичинці, Ukraine, Electronic, 26662, Y, 
8607, c_08607, Стефан Александренко, 205, Socks, Clothes, 5, $25.0, 2021-11-27 15:36:26, Tesco, хутір Верхньодніпровськ, Ukraine, Gift card, 32727, Y, 
8608, c_08608, Амалія Джус, 101, Hard Drives, Technology, 6, $750.0, 2021-06-27 09:55:15, Tesco, місто Білопілля, Ukraine, Card, 20438, Y, 
8609, c_08609, Азар Воблий, 400, Notebooks, School Items, 6, $6.0, 2021-06-27 09:55:15, Tesco, місто Середина-Буда, Ukraine, Cash, 32264, Y, 
8610, c_08610, Охрім Ажажа, 115, USB, Technology, 4, $60.0, 2021-11-07 20:48:54, Tesco, село Дебальцеве, Ukraine, Internet Banking, 60237, N, Account locked
8611, c_08611, Назар Бараник, 305, Clocks, Furniture, 4, $400.0, 2021-11-07 20:48:54, Tesco, місто Путивль, Ukraine, Cash, 28434, Y, 
8612, c_08612, Пріска Андрієнко, 111, Earbuds, Technology, 10, $1200.0, 2021-10-20 14:03:15, Tesco, селище Вижниця, Ukraine, Gift card, 77295, N, Insufficent funds
8613, c_08613, Альберт Бандера, 400, Notebooks, School Items, 3, $3.0, 2021-06-08 11:23:26, Tesco, хутір Саки , Ukraine, Internet Banking, 80009, N, Account locked
8614, c_08614, Іван Ященко, 101, Hard Drives, Technology, 3, $375.0, 2021-06-08 11:23:26, Tesco, місто Гірник , Ukraine, Cash, 46402, N, Insufficent funds
8615, c_08615, Варфоломій Андріїшин, 118, Monitors, Technology, 5, $750.0, 2021-01-23 09:55:54, Tesco, хутір Новоукраїнка, Ukraine, Internet Banking, 98297, Y, 
8616, c_08616, Тарас Бабʼяк, 226, Watch, Clothes, 5, $300.0, 2021-01-23 09:55:54, Tesco, село Ладижин, Ukraine, Internet Banking, 74129, Y, 
8617, c_08617, Святослава Атрощенко, 414, Notepads, School Items, 7, $21.0, 2021-12-22 08:01:46, Amazon, селище Городище , Ukraine, Electronic, 30493, N, Account locked
8618, c_08618, Вʼячеслав Чаленко, 301, Couches, Furniture, 4, $1200.0, 2021-11-22 08:22:58, Tesco, селище Хрестівка, Ukraine, Card, 10555, Y, 
8619, c_08619, Мілена Чайка, 421, Sharpie pens, School Items, 4, $8.0, 2021-11-22 08:22:58, Tesco, місто Біляївка, Ukraine, Internet Banking, 66568, N, Account locked
