,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16
4721,5402,550,Detr Fof,11,Splint,Armor,Venmo,2,200.0,2022-03-10 11:43:52,China,Xuanzhou,Amazon.com,661,Y,
4722,5403,303,Tof Keashed,72,Chalk (10 piece),Gear,Souls of my Enemys,10,1.0,2022-07-09 04:59:35,Russia,Naberezhnyye Chelny,yeoldestore.com,687,N,Insuffecient Souls
4723,5404,768,Ovesp Rerfore,85,Grappling Hook,Gear,Souls of my Enemys,6,2.0,2022-08-06 16:32:16,United States,New York,Walmart.com,688,N,Soul type not excepted
4724,5405,52,Tericin Ollsider,68,Bucket,Gear,Google pay,7,1.5,2022-08-16 18:11:41,Indonesia,Jakarta,LarpersTrove.com,675,Y,
4725,5406,735,Gyetedild Andg,100,Oil (Flask),Gear,Apple pay,5,1.0,2022-06-03 17:16:27,United States,Boston,Etsy.com,667,N,Payment site timed out
4726,5407,586,Qusofonte Tticrsheno,24,Light Crossbow,Weapons,Paypal,7,25.0,2022-05-24 21:13:21,China,Guangzhou,yeoldestore.com,657,N,Insuffecient Funds
4727,5408,969,Depr Hes,35,Longsword,Weapons,Paypal,4,15.0,2022-01-06 07:24:04,Philippines,Manila,Amazon.com,658,Y,
4728,5409,335,Uipalth Irerinsale,5,Chain Shirt,Armor,Credit Card,2,50.0,2022-01-13 00:37:32,United States,New York,LarpersTrove.com,672,Y,
4729,5410,876,Titere Foulict,101,Basic Poison (Vial),Gear,Google pay,8,100.0,2022-03-13 15:33:21,United States,Chicago,Amazon.com,676,N,Insuffecient Funds
4730,5411,251,Kenseld Edumofiel,12,Plate,Armor,Paypal,7,1500.0,2022-02-08 18:45:21,United States,Phoenix,Amazon.com,659,N,Insuffecient Funds
4731,5413,571,Ster Ragrls,32,Greatsword,Weapons,Paypal,10,50.0,2022-07-08 14:45:32,United States,Salt Lake City,yeoldestore.com,660,Y,
4732,5414,127,Ote Trode,91,Reliquary (Holy Symbol),Gear,Google pay,3,5.0,2022-04-15 17:07:39,India,Chennai,LarpersTrove.com,677,N,Insuffecient Funds
4733,5415,797,Unjerei Cherechofe,37,Morningstar,Weapons,Gift card,2,15.0,2022-03-09 19:00:26,United States,Los Angeles,Etsy.com,697,N,Failed to Authenticate buyer
4734,5416,171,Ten Cthe,71,Chain (10 ft),Gear,Souls of my Enemys,10,5.0,2022-06-05 09:14:21,Jhpan,Kawasaki,LarpersTrove.com,689,N,Insuffecient Souls
4735,5417,88,Ono Mif,15,Dagger,Weapons,Paypal,8,2.0,2022-03-22 14:11:03,United States,New York,Walmart.com,661,N,None
4736,5418,219,Hera Palydgros,3,Studded Leather,Armor,Gift card,5,45.0,2022-08-11 20:41:00,China,Guangzhou,Amazon.com,698,N,Payment site timed out
4737,5419,823,Shutt Rkano,98,Bullseye Lantern,Gear,Cash app,2,10.0,2022-03-27 17:12:58,United States,Seattle,Etsy.com,686,Y,
4738,5420,947,Cer Basye,28,Battleaxe,Weapons,Gift card,1,10.0,2022-01-16 00:49:20,Brazil,São Paulo,LarpersTrove.com,699,N,Payment site timed out
4739,5421,910,Bindy Sssola,78,Traveler's Clothes,Gear,Venmo,3,20.0,2022-01-17 16:27:39,China,Hanzhong,Etsy.com,663,Y,
4740,5422,283,Mporefell Oryemithe,16,Greatclub,Weapons,Apple pay,9,2.0,2022-02-21 10:57:54,India,Hyderābād,yeoldestore.com,668,Y,
4741,5423,830,Mialeresu Atom,55,Crossbow Bolts (20),Gear,Venmo,4,10.0,2022-08-16 03:46:01,Indonesia,Jakarta,yeoldestore.com,664,Y,
4742,5424,380,Olostomin Theselep,2,Leather,Armor,Souls of my Enemys,9,10.0,2022-04-03 14:57:54,United States,Miami,Amazon.com,690,N,What is this; Why is it screaming
4743,5425,322,Tinyin Therath,90,Emblem (Holy Symbol),Gear,Souls of my Enemys,4,5.0,2022-03-01 18:15:53,Brazil,São Paulo,Etsy.com,691,N,Insuffecient Souls
4744,5426,537,Wir Trec,3,Studded Leather,Armor,Cash app,9,45.0,2022-03-24 17:59:46,United States,Washington,Etsy.com,687,N,Payment site timed out
4745,5427,129,Tal The6e,8,Half Plate,Armor,Gift card,10,750.0,2022-04-05 19:25:37,India,Delhi,Amazon.com,700,Y,
4746,5428,602,Gelokenea Inde,42,Trident,Weapons,Cash app,2,5.0,2022-06-14 5:53:13,Côte d'Ivoire,Abidjan,Hardhat.com,688,N,Payment site timed out
4747,5429,190,Any Helioueres,74,Climber's Kit,Gear,Google pay,10,25.0,2022-01-17 11:46:55,Vietnam,Ho Chi Minh City,Walmart.com,678,Y,
4748,5430,837,FerehAid,16,Greatclub,Weapons,Venmo,9,2.0,2022-01-30 13:18:44,China,Shanwei,Hardhat.com,665,N,Payment site timed out
4749,5433,639,Ivew Spion,88,Healer's Kit,Gear,Venmo,4,5.0,2022-06-06 13:23:20,United States,Philadelphia,Etsy.com,666,N,Failed to Authenticate buyer
4750,5434,468,Atikse Thevededi,83,Wooden Staff (Druidic Focus),Gear,Venmo,2,5.0,2022-05-04 07:39:52,China,Xingtai,Etsy.com,667,N,Failed to Authenticate buyer
4751,5435,817,Espi Athest,88,Healer's Kit,Gear,Paypal,8,5.0,2022-01-20 05:16:36,United States,New York,Hardhat.com,662,Y,
4752,5436,869,Atitartais Gamesor,99,Hooded Lantern,Gear,Souls of my Enemys,9,5.0,2022-07-07 20:12:35,China,Changzhou,Etsy.com,693,N,What is this; Why is it screaming
4753,5437,57,Onnsit Herio,46,Blowgun,Weapons,Google pay,4,10.0,2022-08-02 02:52:55,India,Kolkāta,Blacksmithery.com,679,N,Payment site timed out
4754,5438,386,Asif Aypredan,5,Chain Shirt,Armor,Paypal,9,50.0,2022-02-20 07:55:21,United States,New York,Etsy.com,663,Y,
4755,5439,321,Cldorent Ayofioffia,77,Fine Clothes,Gear,Credit Card,3,150.0,2022-06-26 16:16:39,China,Baoding,Walmart.com,673,N,Insuffecient Funds
4756,5440,517,Thisurse Ofi,13,Shield,Armor,Venmo,6,10.0,2022-02-10 05:08:56,China,Zhengzhou,LarpersTrove.com,668,N,Failed to Authenticate buyer
4757,5441,504,Weppu Witlysale,39,Rapier,Weapons,Cash app,4,25.0,2022-02-08 16:51:44,United States,Chicago,LarpersTrove.com,690,Y,
4758,5442,394,Ifinde Nth,10,Chain Mail,Armor,Paypal,7,75.0,2022-07-04 06:47:48,United States,New York,yeoldestore.com,664,N,Insuffecient Funds
4759,5443,29,Airint Whit,98,Bullseye Lantern,Gear,Gift card,6,10.0,2022-06-03 22:07:26,China,Changping,Blacksmithery.com,701,Y,
4760,5444,550,Detr Fof,9,Ring Mail,Armor,Paypal,10,30.0,2022-04-25 16:46:53,China,Xuanzhou,Amazon.com,665,Y,
4761,5445,924,Avian Eddiff,14,Club,Weapons,Cash app,9,1.0,2022-05-14 05:33:58,Pakistan,Karachi,Walmart.com,691,Y,
4762,5446,521,Uiv Aro,36,Maul,Weapons,Venmo,7,10.0,2022-05-22 10:47:41,United States,Miami,yeoldestore.com,669,Y,
4763,5447,740,Min Wan,29,Flail,Weapons,Gift card,10,10.0,2022-03-01 09:17:22,United States,New York,Blacksmithery.com,702,Y,
4764,5449,414,Therth Ondul,51,Acid (vial),Gear,Google pay,4,25.0,2022-04-24 21:21:15,Pakistan,Lahore,Blacksmithery.com,681,Y,
4765,5450,187,Ulupon Rbotrea,69,Caltrops (20),Gear,Souls of my Enemys,8,10.0,2022-05-15 14:08:52,United States,Los Angeles,LarpersTrove.com,694,N,Soul type not excepted
4766,5451,479,Indendedit Flin,93,Hourglass,Gear,Souls of my Enemys,4,25.0,2022-05-04 08:13:46,South Korea,Seoul,Etsy.com,695,Y,
4767,5452,132,Bivelo Hagin,14,Club,Weapons,Google pay,5,1.0,2022-07-19 00:26:35,Iran,Tehran,LarpersTrove.com,682,N,Failed to Authenticate buyer
4768,5453,168,Omeacound Kereyopug,15,Dagger,Weapons,Venmo,6,2.0,2022-04-25 05:12:29,China,Chengdu,Blacksmithery.com,670,N,Failed to Authenticate buyer
4769,5454,600,Sthec>cl Fiv,89,Amulet (Holy Symbol),Gear,Venmo,3,5.0,2022-07-02 17:27:41,China,Suzhou,Walmart.com,671,N,Payment site timed out
4770,5455,7,Amenvi Merys,46,Blowgun,Weapons,Apple pay,8,10.0,2022-06-27 19:23:46,Peru,Lima,Hardhat.com,669,Y,
4771,5456,100,Ha2ache Teredi6i,39,Rapier,Weapons,Souls of my Enemys,3,25.0,2022-07-26 22:09:15,China,Wenzhou,yeoldestore.com,696,Y,
4772,5457,414,Therth Ondul,17,Handaxe,Weapons,Souls of my Enemys,4,5.0,2022-07-03 05:36:42,Pakistan,Lahore,Walmart.com,697,Y,
4773,5458,403,Cerfr Ishino,75,Common Clothes,Gear,Paypal,4,5.0,2022-05-11 01:51:18,Congo (Kinshasa),Kinshasa,LarpersTrove.com,666,Y,
4774,5459,242,Iteralt Mond,96,Ink Pen,Gear,Apple pay,8,0.2,2022-07-02 19:17:43,United States,New York,Hardhat.com,670,N,Insuffecient Funds
4775,5460,416,Itis Hofon,101,Basic Poison (Vial),Gear,Paypal,7,100.0,2022-03-10 11:32:01,Japan,Tokyo,Hardhat.com,667,Y,
4776,5461,307,Bogisi Vesil,74,Climber's Kit,Gear,Cash app,7,25.0,2022-07-06 13:39:49,China,Jiangguanchi,Walmart.com,692,Y,
4777,5462,316,Wingr Idilantrty,23,Spear,Weapons,Paypal,3,10.0,2022-04-12 15:38:55,China,Xinyang,LarpersTrove.com,668,Y,
4778,5464,378,Ianc Silurv,6,Scale Mail,Armor,Cash app,10,50.0,2022-07-31 00:15:13,United States,Jacksonville,Amazon.com,693,Y,
4779,5465,91,Thom Inco,33,Halberd,Weapons,Credit Card,7,20.0,2022-03-26 05:21:55,China,Hefei,Blacksmithery.com,674,N,Incorrect CCV
4780,5466,733,Tereri Iinde,9,Ring Mail,Armor,Souls of my Enemys,9,30.0,2022-01-07 11:08:26,United States,Los Angeles,Etsy.com,698,Y,
4781,5467,433,Custimary Ipthakini,49,Longbow,Weapons,Venmo,9,50.0,2022-03-30 03:58:03,United States,Miami,LarpersTrove.com,672,N,Insuffecient Funds
4782,5468,486,Uafemor Sevex,19,Light Hammer,Weapons,Credit Card,10,2.0,2022-01-06 02:54:33,Pakistan,Rawalpindi,Hardhat.com,675,N,Card reported stolen
4783,5469,252,Apalouthe Jawepyma,99,Hooded Lantern,Gear,Google pay,6,5.0,2022-07-05 05:42:35,Japan,Tokyo,LarpersTrove.com,683,N,Payment site timed out
4784,5470,697,Thrab Ssmefo,99,Hooded Lantern,Gear,Google pay,10,5.0,2022-06-25 02:39:59,China,Chongqing,Blacksmithery.com,684,Y,
4785,5471,988,Tound Aionedui,23,Spear,Weapons,Apple pay,2,10.0,2022-05-16 06:48:26,United States,Atlanta,Blacksmithery.com,671,N,Failed to Authenticate buyer
4786,5472,213,Area Yneran,106,Spellbook,Gear,Gift card,2,50.0,2022-03-30 05:41:09,Argentina,Rosario,yeoldestore.com,704,N,Failed to Authenticate buyer
4787,5473,920,Thuthearye Toueo,63,Backpack,Gear,Google pay,9,20.0,2022-04-20 16:50:08,United States,Seattle,Etsy.com,685,N,Insuffecient Funds
4788,5474,579,Isesuseeam Mansher,73,Chest,Gear,Google pay,9,5.0,2022-06-23 02:03:00,Egypt,Cairo,yeoldestore.com,686,N,Payment site timed out
4789,5475,391,Ithens Tsinc,42,Trident,Weapons,Venmo,9,5.0,2022-07-17 03:51:05,China,Nanchang,LarpersTrove.com,673,Y,
4790,5476,999,Aspth Dince,52,Alchemist's Fire (flask),Gear,Cash app,5,50.0,2022-02-06 07:37:12,United States,Miami,Blacksmithery.com,694,N,Failed to Authenticate buyer
4791,5477,921,Pesenged Orextcou,11,Splint,Armor,Gift card,10,200.0,2022-06-13 05:18:58,India,Delhi,Walmart.com,705,N,Failed to Authenticate buyer
4792,5478,667,Atesc Ando,62,Wand (Arcane Focus),Gear,Paypal,5,10.0,2022-02-01 10:24:36,China,Changde,LarpersTrove.com,669,N,Failed to Authenticate buyer
4793,5479,106,Eer Oye,104,Robes,Gear,Cash app,1,10.0,2022-03-17 12:11:05,United States,Tampa,Amazon.com,695,N,Failed to Authenticate buyer
4794,5480,837,FerehAid,13,Shield,Armor,Gift card,4,10.0,2022-05-03 19:08:52,China,Shanwei,yeoldestore.com,706,N,Payment site timed out
4795,5481,40,Ela Jonau,20,Mace,Weapons,Gift card,7,5.0,2022-04-10 13:12:19,United States,New York,Walmart.com,707,N,Insuffecient Funds
4796,5482,825,Chowirm Thestanace,90,Emblem (Holy Symbol),Gear,Souls of my Enemys,4,5.0,2022-04-07 20:10:52,United States,Brooklyn,LarpersTrove.com,699,Y,
4797,5483,508,Deer Ondio,55,Crossbow Bolts (20),Gear,Apple pay,8,10.0,2022-03-22 04:14:47,Russia,Moscow,Amazon.com,672,N,Payment site timed out
4798,5485,714,Atre Thage,52,Alchemist's Fire (flask),Gear,Paypal,4,50.0,2022-05-15 03:37:22,United States,Chicago,Amazon.com,671,Y,
4799,5486,182,Crgeipa Cllsharmed,60,Rod (Arcane Focus),Gear,Venmo,2,10.0,2022-06-27 17:38:30,Philippines,Manila,Etsy.com,674,Y,
4800,5487,939,Arblf Ndohed,69,Caltrops (20),Gear,Souls of my Enemys,8,10.0,2022-02-18 18:28:20,United Kingdom,London,LarpersTrove.com,700,N,What is this; Why is it screaming
4801,5488,862,Isetape Arer,23,Spear,Weapons,Gift card,9,10.0,2022-03-09 05:49:23,United States,Atlanta,yeoldestore.com,708,Y,
4802,5489,169,Schers Fefer,89,Amulet (Holy Symbol),Gear,Cash app,2,5.0,2022-06-14 05:22:16,Japan,Tokyo,Blacksmithery.com,696,N,Insuffecient Funds
4803,5490,788,Rorev Bjanenord,11,Splint,Armor,Cash app,4,200.0,2022-08-06 15:18:29,Bangladesh,Tokyo,Walmart.com,697,Y,
4804,5491,681,Ours Ceroff,13,Shield,Armor,Venmo,9,10.0,2022-04-07 21:39:25,Mexico,Mexico City,yeoldestore.com,675,Y,
4805,5492,735,Gyetedild Andg,52,Alchemist's Fire (flask),Gear,Souls of my Enemys,9,50.0,2022-03-14 11:20:45,United States,Boston,Amazon.com,701,N,Soul type not excepted
4806,5493,619,Teepe Arat,74,Climber's Kit,Gear,Gift card,4,25.0,2022-02-27 18:31:03,Brazil,Iguaçu,yeoldestore.com,709,N,Insuffecient Funds
4807,5494,512,Dul Acheatrs,60,Rod (Arcane Focus),Gear,Cash app,9,10.0,2022-07-12 01:43:18,Indonesia,Jakarta,LarpersTrove.com,698,N,Payment site timed out
4808,5496,541,Coky Findedmaiv,58,Crystal (Arcane Focus),Gear,Paypal,4,10.0,2022-06-10 06:36:38,United States,Los Angeles,yeoldestore.com,672,Y,
4809,5497,735,Gyetedild Andg,45,Whip,Weapons,Paypal,7,2.0,2022-04-06 01:37:36,United States,Boston,Etsy.com,673,Y,
4810,5498,11,Wandef Bld,62,Wand (Arcane Focus),Gear,Gift card,3,10.0,2022-01-27 13:24:20,Indonesia,Jakarta,LarpersTrove.com,710,N,Failed to Authenticate buyer
4811,5499,859,Cualdup Angy,54,Blowgun Needles (50),Gear,Apple pay,7,10.0,2022-04-07 21:24:21,China,Suihua,yeoldestore.com,673,Y,
4812,5501,739,Ldem Ino,103,Rations (1 day),Gear,Apple pay,6,5.0,2022-03-09 12:23:23,China,Xianyang,Etsy.com,674,N,Failed to Authenticate buyer
4813,5502,610,Ilemev Verkiofin,79,Component Pouch,Gear,Souls of my Enemys,1,25.0,2022-07-09 05:07:58,United States,New York,Blacksmithery.com,702,N,Soul type not excepted
4814,5503,762,Bjulouegss Isidup,106,Spellbook,Gear,Gift card,4,50.0,2022-04-28 14:19:20,United States,New York,Etsy.com,711,N,Payment site timed out
4815,5504,71,Wackn Dlld,65,Bedroll,Gear,Venmo,8,1000.0,2022-04-17 01:11:12,United States,New York,LarpersTrove.com,676,N,Failed to Authenticate buyer
4816,5505,724,Fffat Ran,79,Component Pouch,Gear,Apple pay,10,25.0,2022-04-22 02:33:21,United States,New York,Walmart.com,675,N,Payment site timed out
4817,5506,421,Dofrofa Prs,6,Scale Mail,Armor,Venmo,7,50.0,2022-05-19 10:01:04,United States,Philadelphia,Etsy.com,677,N,Payment site timed out
4818,5508,29,Airint Whit,7,Breastplate,Armor,Credit Card,2,400.0,2022-04-23 17:17:18,China,Changping,Hardhat.com,677,Y,
4819,5511,326,Dssim Giemp,15,Dagger,Weapons,Credit Card,3,2.0,2022-06-21 07:50:51,United States,Atlanta,Hardhat.com,678,N,Failed to Authenticate buyer
4820,5512,629,Ascolise Nve,82,Totem (Druidic Focus),Gear,Paypal,5,1.0,2022-04-19 17:52:47,China,Shenzhen,Hardhat.com,674,Y,
4821,5513,823,Shutt Rkano,106,Spellbook,Gear,Cash app,2,50.0,2022-06-22 08:43:00,United States,Seattle,Blacksmithery.com,700,Y,
4822,5514,968,Eseste Gathen,17,Handaxe,Weapons,Gift card,4,5.0,2022-02-13 21:24:05,Russia,Moscow,Blacksmithery.com,712,Y,
4823,5515,813,Thever Theaco,86,Hammer,Gear,Google pay,1,1.0,2022-08-02 18:49:57,United States,New York,Amazon.com,688,Y,
4824,5516,110,They Catassuel,50,Net,Weapons,Gift card,1,1.0,2022-01-09 18:30:51,United States,Houston,Hardhat.com,713,Y,
4825,5517,688,Peca Rectechi,42,Trident,Weapons,Gift card,1,5.0,2022-02-25 19:01:53,United States,San Diego,Blacksmithery.com,714,N,Payment site timed out
4826,5519,489,Someigi Coyrlaitin,60,Rod (Arcane Focus),Gear,Cash app,2,10.0,2022-01-16 13:14:39,United States,New York,Blacksmithery.com,701,N,Failed to Authenticate buyer
4827,5521,700,Ouesis Pean,41,Shortsword,Weapons,Apple pay,10,10.0,2022-01-18 17:15:36,United States,Miami,Etsy.com,677,N,Payment site timed out
4828,5522,622,Laraye Onwhornto,35,Longsword,Weapons,Apple pay,7,15.0,2022-01-18 09:40:23,United States,New York,Amazon.com,678,Y,
4829,5524,899,Oflepio Hevomcta,70,Candle,Gear,Apple pay,1,1.0,2022-06-29 18:57:26,Indonesia,Jakarta,Hardhat.com,679,Y,
4830,5525,717,Dsese Hedems,54,Blowgun Needles (50),Gear,Cash app,9,10.0,2022-06-24 16:10:34,Kenya,Nairobi,Blacksmithery.com,704,Y,
4831,5526,551,Foflat Fut,53,Arrows (20),Gear,Apple pay,2,10.0,2022-06-06 18:09:54,India,Kolkāta,LarpersTrove.com,680,N,Failed to Authenticate buyer
4832,5527,683,Dles Thie,32,Greatsword,Weapons,Venmo,10,50.0,2022-07-23 20:00:16,United States,Miami,yeoldestore.com,679,Y,
4833,5528,356,Pecenorth Sec,70,Candle,Gear,Credit Card,3,1.0,2022-05-05 08:29:05,United States,Manhattan,LarpersTrove.com,679,Y,
4834,5529,142,Dsem Reprathd,78,Traveler's Clothes,Gear,Apple pay,8,20.0,2022-04-14 03:00:43,South Korea,Seoul,Etsy.com,681,N,Payment site timed out
4835,5530,718,Thtart Grrgeceav,44,Warhammer,Weapons,Venmo,8,15.0,2022-08-09 01:30:45,United States,Phoenix,Amazon.com,680,N,Payment site timed out
4836,5531,390,Miont Thede,55,Crossbow Bolts (20),Gear,Cash app,9,10.0,2022-02-07 19:59:41,Malaysia,Kuala Lumpur,Walmart.com,705,N,Insuffecient Funds
4837,5533,612,Omate Lathasef,44,Warhammer,Weapons,Gift card,6,15.0,2022-04-06 10:16:30,United States,Atlanta,LarpersTrove.com,716,N,Failed to Authenticate buyer
4838,5534,329,Idichel Thbeadut,59,Orb (Arcane Focus),Gear,Souls of my Enemys,6,20.0,2022-05-29 19:24:29,Indonesia,Jakarta,Hardhat.com,703,N,What is this; Why is it screaming
4839,5536,989,Tupese Tomosa,94,Hunting Trap,Gear,Gift card,4,5.0,2022-05-11 11:07:53,United States,Dallas,Etsy.com,717,Y,
4840,5538,895,Putshe Rrycceri,10,Chain Mail,Armor,Venmo,9,75.0,2022-02-23 13:10:20,South Korea,Seoul,LarpersTrove.com,681,Y,
4841,5539,217,Issoon Tichati,10,Chain Mail,Armor,Google pay,10,75.0,2022-03-29 08:50:11,India,Mumbai,Blacksmithery.com,689,Y,
4842,5540,338,Dingear All,75,Common Clothes,Gear,Gift card,7,5.0,2022-07-13 14:16:03,Australia,Adelaide,Amazon.com,718,Y,
4843,5541,790,Balican Imagond,87,Sledgehammer,Gear,Venmo,10,2.0,2022-04-07 06:30:27,Pakistan,Karachi,Etsy.com,682,Y,
4844,5542,434,ThapareOminenkn,77,Fine Clothes,Gear,Cash app,7,150.0,2022-06-16 02:49:43,China,Guangzhou,Hardhat.com,708,N,Failed to Authenticate buyer
4845,5543,438,Prcoso Acomensfre,56,Sling Bullets (20),Gear,Gift card,6,0.5,2022-04-18 04:35:13,China,Guangzhou,Blacksmithery.com,719,Y,
4846,5544,480,Atento Llore,47,Hand Crossbow,Weapons,Paypal,7,75.0,2022-03-10 09:53:59,China,Linyi,Walmart.com,675,N,Insuffecient Funds
4847,5545,795,Wseti Olors,44,Warhammer,Weapons,Venmo,5,15.0,2022-03-31 15:46:35,Japan,Tokyo,Blacksmithery.com,683,Y,
4848,5546,426,Pruatha Qun,28,Battleaxe,Weapons,Souls of my Enemys,3,10.0,2022-08-11 15:23:58,China,Chongqing,Walmart.com,705,N,Soul type not excepted
4849,5547,562,Heans Thitigend,70,Candle,Gear,Gift card,1,1.0,2022-06-14 02:54:11,Pakistan,Karachi,Amazon.com,720,N,Payment site timed out
4850,5548,501,Alyso Thatonitr,20,Mace,Weapons,Cash app,4,5.0,2022-06-05 02:40:22,Egypt,Cairo,Etsy.com,709,Y,
4851,5549,804,Tionsho Ore,10,Chain Mail,Armor,Cash app,6,75.0,2022-04-27 05:42:15,Bangladesh,Dhaka,Blacksmithery.com,710,Y,
4852,5550,841,Wheting Squte,20,Mace,Weapons,Souls of my Enemys,3,5.0,2022-07-05 03:51:52,China,Shanghai,Blacksmithery.com,706,Y,
4853,5551,390,Miont Thede,104,Robes,Gear,Google pay,10,10.0,2022-01-06 15:07:37,Malaysia,Kuala Lumpur,Blacksmithery.com,690,Y,
4854,5552,170,Inticavea Inoni,6,Scale Mail,Armor,Credit Card,9,50.0,2022-02-02 13:08:34,Iran,Tehran,Blacksmithery.com,680,N,Incorrect CCV
4855,5553,749,Tof Wensa,1,Padded,Armor,Souls of my Enemys,1,5.0,2022-04-16 1:09:43,India,Murbai,Etsy.com,707,Y,
4856,5554,831,Siead Hyofi,8,Half Plate,Armor,Souls of my Enemys,1,750.0,2022-06-21 09:34:21,Indonesia,Jakarta,Etsy.com,708,N,Insuffecient Souls
4857,5555,872,Mesth Iarkorenan,109,Waterskin,Gear,Credit Card,9,2.0,2022-04-03 18:58:55,United States,Boston,Hardhat.com,681,N,Card Type Not Supported
4858,5557,651,Mameto Feyecang,75,Common Clothes,Gear,Google pay,7,5.0,2022-07-20 09:10:10,Thailand,Bangkok,Walmart.com,692,N,Failed to Authenticate buyer
4859,5558,394,Ifinde Nth,63,Backpack,Gear,Credit Card,9,20.0,2022-05-11 02:55:45,United States,New York,Blacksmithery.com,682,Y,
4860,5559,802,Iifomo Parserna,102,Potion of Healing,Gear,Credit Card,2,50.0,2022-04-21 19:25:25,Vietnam,Ho Chi Minh City,Blacksmithery.com,683,Y,
4861,5560,730,Whare Cormowh,47,Hand Crossbow,Weapons,Cash app,4,75.0,2022-07-11 00:46:05,China,Shanghai,Etsy.com,711,Y,
4862,5561,363,Endedenge Dmbyov,63,Backpack,Gear,Souls of my Enemys,2,20.0,2022-04-09 15:41:02,United States,Minneapolis,Amazon.com,709,N,Insuffecient Souls
4863,5562,370,Anthe Tonsi,35,Longsword,Weapons,Cash app,7,15.0,2022-07-04 09:11:27,China,Guangzhou,Hardhat.com,712,N,Insuffecient Funds
4864,5563,616,Florenc Ged,19,Light Hammer,Weapons,Cash app,6,2.0,2022-07-19 06:25:49,Russia,Moscow,Hardhat.com,713,Y,
4865,5564,961,Oulinym Crgour,55,Crossbow Bolts (20),Gear,Souls of my Enemys,5,10.0,2022-02-12 11:18:33,Iran,Tehran,LarpersTrove.com,710,Y,
4866,5565,77,Tara Buber,12,Plate,Armor,Cash app,9,1500.0,2022-08-08 00:58:06,India,Bangalore,Blacksmithery.com,714,N,Insuffecient Funds
4867,5566,382,Tyges Wheleni,83,Wooden Staff (Druidic Focus),Gear,Souls of my Enemys,3,5.0,2022-03-12 13:36:57,China,Taizhou,Walmart.com,711,N,What is this; Why is it screaming
4868,5567,199,Oron Horochesi,8,Half Plate,Armor,Souls of my Enemys,1,750.0,2022-02-02 22:44:57,Chdna,Shanghai,Hardhat.com,712,N,Soul type not excepted
4869,5570,935,Ishe Coti,106,Spellbook,Gear,Cash app,10,50.0,2022-04-21 01:53:25,Pakistan,Karachi,Etsy.com,715,Y,
4870,5571,882,Wecell Foju,19,Light Hammer,Weapons,Credit Card,9,2.0,2022-02-14 04:04:19,China,Shijiazhuang,Hardhat.com,684,Y,
4871,5572,896,Mimegr Routays,35,Longsword,Weapons,Apple pay,3,15.0,2022-08-04 00:21:10,Indonesia,Jakarta,LarpersTrove.com,682,N,Insuffecient Funds
4872,5573,201,Blarai Duesesit,47,Hand Crossbow,Weapons,Souls of my Enemys,9,75.0,2022-03-11 13:51:14,United States,New York,Blacksmithery.com,713,Y,
4873,5574,828,Agro Tilde,40,Scimitar,Weapons,Apple pay,4,25.0,2022-02-25 06:07:33,China,Shenyang,Etsy.com,683,Y,
4874,5575,421,Dofrofa Prs,103,Rations (1 day),Gear,Google pay,4,5.0,2022-02-14 16:33:34,United States,Philadelphia,Amazon.com,693,Y,
4875,5576,699,Sevet Wena,17,Handaxe,Weapons,Gift card,5,5.0,2022-08-05 09:53:15,Brazil,Belém,Etsy.com,721,N,Insuffecient Funds
4876,5578,138,Oopth Hin,12,Plate,Armor,Cash app,2,1500.0,2022-03-06 04:28:38,China,Shanghai,Amazon.com,716,Y,
4877,5579,274,Thaguged Byelalthen,87,Sledgehammer,Gear,Cash app,3,2.0,2022-07-05 07:56:42,Uzbekistan,Istanbul,Walmart.com,717,N,Failed to Authenticate buyer
4878,5580,510,Abyof Owatrenw,99,Hooded Lantern,Gear,Souls of my Enemys,3,5.0,2022-03-10 12:06:25,United States,New York,LarpersTrove.com,715,Y,
4879,5581,623,Wathanunth Wendsthnt,3,Studded Leather,Armor,Google pay,2,45.0,2022-07-28 05:35:17,France,Paris,Hardhat.com,694,Y,
4880,5583,775,Asi Cieclede,108,Vial,Gear,Apple pay,4,1.0,2022-06-30 09:38:03,China,Beijing,Blacksmithery.com,684,N,Payment site timed out
4881,5584,545,Poc Batlyou,5,Chain Shirt,Armor,Cash app,10,50.0,2022-02-16 20:37:10,United States,Philadelphia,Hardhat.com,718,N,Payment site timed out
4882,5586,708,Trandit Oseweme,8,Half Plate,Armor,Apple pay,7,750.0,2022-05-04 22:22:11,Peru,Lima,LarpersTrove.com,685,N,Insuffecient Funds
4883,5588,841,Wheting Squte,70,Candle,Gear,Credit Card,1,1.0,2022-03-27 21:54:17,China,Shanghai,Blacksmithery.com,686,Y,
4884,5589,316,Wingr Idilantrty,11,Splint,Armor,Venmo,6,200.0,2022-03-07 16:09:49,China,Xinyang,Walmart.com,685,N,Payment site timed out
4885,5590,445,Desiend Comedis,45,Whip,Weapons,Apple pay,7,2.0,2022-01-15 04:38:52,Japan,Tokyo,Amazon.com,686,N,Payment site timed out
4886,5591,214,Satel Ryoffrayn,66,Book,Gear,Cash app,6,25.0,2022-04-06 05:10:08,United States,New York,LarpersTrove.com,719,N,Failed to Authenticate buyer
